title,category,ausbildung,ams_id,slug,salary_min_eur,salary_max_eur,outlook_text,outlook_trend,employment_sectors,url
3D-DesignerIn,"Grafik, Design",Uni/FH/PH (University),3049,3049-3D-DesignerIn,2410,2410,,neutral,,https://www.berufslexikon.at/berufe/3049-3D-DesignerIn/
AbfallbeauftragteR,"Umweltconsulting, -forschung und -pädagogik",Sonstige,3866,3866-AbfallbeauftragteR,2460,2460,,neutral,,https://www.berufslexikon.at/berufe/3866-AbfallbeauftragteR/
AbfallberaterIn,"Wirtschaftsberatung, Unternehmensdienstleistungen",Uni/FH/PH (University),3200,3200-AbfallberaterIn,3060,3060,,neutral,,https://www.berufslexikon.at/berufe/3200-AbfallberaterIn/
AbfallwirtschaftstechnikerIn,"Umwelttechnologie, Nachhaltigkeit",Schule (Vocational School),2147,2147-AbfallwirtschaftstechnikerIn,2460,3400,,neutral,,https://www.berufslexikon.at/berufe/2147-AbfallwirtschaftstechnikerIn/
AbnahmetechnikerIn,Wirtschaft und Technik,Schule (Vocational School),3696,3696-AbnahmetechnikerIn,2460,3490,,neutral,,https://www.berufslexikon.at/berufe/3696-AbnahmetechnikerIn/
AbwassertechnikerIn,"Umwelttechnologie, Nachhaltigkeit",Lehre (Apprenticeship),3818,3818-Entsorgungsfachkraft_fuer_Abwassertechnik,2460,2460,,neutral,,https://www.berufslexikon.at/berufe/3818-Entsorgungsfachkraft_fuer_Abwassertechnik/
Aerobic-TrainerIn,"Sport, Sportunterricht",Sonstige,2814,2814-Aerobic-TrainerIn,,,,neutral,,https://www.berufslexikon.at/berufe/2814-Aerobic-TrainerIn/
AfrikanistIn,"Geistes-, Kultur- und Humanwissenschaften",Uni/FH/PH (University),2963,2963-AfrikanistIn,2700,2700,,neutral,,https://www.berufslexikon.at/berufe/2963-AfrikanistIn/
AgrarberaterIn,"Landbau, Viehwirtschaft, Tierbetreuung",Schule (Vocational School),1934,1934-AgrarberaterIn,2320,2500,,neutral,,https://www.berufslexikon.at/berufe/1934-AgrarberaterIn/
Agrarbiologe/-biologin,"Landbau, Viehwirtschaft, Tierbetreuung",Uni/FH/PH (University),2987,2987-Agrarbiologe~Agrarbiologin,2780,2780,,neutral,,https://www.berufslexikon.at/berufe/2987-Agrarbiologe~Agrarbiologin/
Agrarkaufmann/Agrarkauffrau,"Landbau, Viehwirtschaft, Tierbetreuung",Schule (Vocational School),1935,1935-Agrarkaufmann~Agrarkauffrau,2090,2830,,neutral,,https://www.berufslexikon.at/berufe/1935-Agrarkaufmann~Agrarkauffrau/
AgrarmanagerIn,"Umwelt-, Natur- und Landschaftsgestaltung",Uni/FH/PH (University),3835,3835-AgrarmanagerIn,3010,3010,,neutral,,https://www.berufslexikon.at/berufe/3835-AgrarmanagerIn/
AgrarökonomIn,"Landbau, Viehwirtschaft, Tierbetreuung",Uni/FH/PH (University),2593,2593-AgraroekonomIn,3010,3010,,neutral,,https://www.berufslexikon.at/berufe/2593-AgraroekonomIn/
AktuarIn,"Bank-, Finanz- und Versicherungswesen",Uni/FH/PH (University),2468,2468-AktuarIn,3270,3270,,neutral,,https://www.berufslexikon.at/berufe/2468-AktuarIn/
AkustikerIn,"Naturwissenschaften, Lebenswissenschaften",Uni/FH/PH (University),3050,3050-AkustikerIn,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/3050-AkustikerIn/
AkustikphysikerIn,"Naturwissenschaften, Lebenswissenschaften",Uni/FH/PH (University),3051,3051-AkustikphysikerIn,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/3051-AkustikphysikerIn/
Altsemitischer Philologe/Philologin,"Geistes-, Kultur- und Humanwissenschaften",Uni/FH/PH (University),2298,2298-AltsemitischeR-Philologe~Philologin-OrientalistischeR-Archaeologe~Archaeologin,2700,2700,,neutral,,https://www.berufslexikon.at/berufe/2298-AltsemitischeR-Philologe~Philologin-OrientalistischeR-Archaeologe~Archaeologin/
AltwarenhändlerIn,"Anlern- und Hilfsberufe Handel, Kassa",Sonstige,3219,3219-AltwarenhaendlerIn,2030,2030,,neutral,,https://www.berufslexikon.at/berufe/3219-AltwarenhaendlerIn/
AmtlicheR FachassistentIn bei der Schlachttier- und Fleischuntersuchung,Lebensmittelherstellung,Sonstige,3332,3332-AmtlicheR-FachassistentIn-Schlachttieruntersuchung-Fleischuntersuchung,2380,2380,,neutral,,https://www.berufslexikon.at/berufe/3332-AmtlicheR-FachassistentIn-Schlachttieruntersuchung-Fleischuntersuchung/
AnalystIn,"Bank-, Finanz- und Versicherungswesen",Schule (Vocational School),1648,1648-AnalystIn,2810,3070,,neutral,,https://www.berufslexikon.at/berufe/1648-AnalystIn/
"AnglistIn, AmerikanistIn","Geistes-, Kultur- und Humanwissenschaften",Uni/FH/PH (University),2299,2299-AnglistIn-AmerikanistIn,2700,2700,,neutral,,https://www.berufslexikon.at/berufe/2299-AnglistIn-AmerikanistIn/
Angular Developer (m/w),"Softwaretechnik, Programmierung",Uni/FH/PH (University),5848,5848-Angular_Developer,3010,3010,,neutral,,https://www.berufslexikon.at/berufe/5848-Angular_Developer/
AnimateurIn,Reise- und Freizeitgestaltung,Sonstige,2773,2773-AnimateurIn,2150,2150,,neutral,,https://www.berufslexikon.at/berufe/2773-AnimateurIn/
AnimationsdesignerIn,,,3703,3703-AnimationsdesignerIn,2320,2480,,neutral,,https://www.berufslexikon.at/berufe/3703-AnimationsdesignerIn/
AnlagenbautechnikerIn,,,1973,1973-AnlagenbautechnikerIn,2890,3220,,neutral,,https://www.berufslexikon.at/berufe/1973-AnlagenbautechnikerIn/
AnlagenberaterIn,,,1646,1646-AnlagenberaterIn,2530,2910,,neutral,,https://www.berufslexikon.at/berufe/1646-AnlagenberaterIn/
Anwalt/Anwaeltin Bankrecht Finanzierung,,,2527,2527-Anwalt~Anwaeltin-Bankrecht-Finanzierung,,,,neutral,,https://www.berufslexikon.at/berufe/2527-Anwalt~Anwaeltin-Bankrecht-Finanzierung/
Anwalt/Anwaeltin Internationales Recht,,,2524,2524-Anwalt~Anwaeltin-Internationales-Recht,,,,neutral,,https://www.berufslexikon.at/berufe/2524-Anwalt~Anwaeltin-Internationales-Recht/
Anwalt/Anwaeltin Wirtschaftsrecht,,,2525,2525-Anwalt~Anwaeltin-Wirtschaftsrecht,,,,neutral,,https://www.berufslexikon.at/berufe/2525-Anwalt~Anwaeltin-Wirtschaftsrecht/
Anwalt/Anwaeltin_Arbeitsrecht,,,3116,3116-Anwalt~Anwaeltin_Arbeitsrecht,,,,neutral,,https://www.berufslexikon.at/berufe/3116-Anwalt~Anwaeltin_Arbeitsrecht/
Anwalt/Anwltin Europarecht,,,2522,2522-Anwalt~Anwltin-Europarecht,,,,neutral,,https://www.berufslexikon.at/berufe/2522-Anwalt~Anwltin-Europarecht/
AnwendungsbetreuerIn,,,3173,3173-AnwendungsbetreuerIn,3010,3010,,neutral,,https://www.berufslexikon.at/berufe/3173-AnwendungsbetreuerIn/
AnwendungsbetreuerIn,,,3649,3649-AnwendungsbetreuerIn,2340,2930,,neutral,,https://www.berufslexikon.at/berufe/3649-AnwendungsbetreuerIn/
AnzeigenverkaeuferIn,,,2166,2166-AnzeigenverkaeuferIn,2130,2330,,neutral,,https://www.berufslexikon.at/berufe/2166-AnzeigenverkaeuferIn/
AnzeigenverkaeuferIn,,,2838,2838-AnzeigenverkaeuferIn,2130,2130,,neutral,,https://www.berufslexikon.at/berufe/2838-AnzeigenverkaeuferIn/
ApothekerIn,,,2478,2478-ApothekerIn,,,,neutral,,https://www.berufslexikon.at/berufe/2478-ApothekerIn/
App Developer,,,3276,3276-App-Developer,2340,2480,,neutral,,https://www.berufslexikon.at/berufe/3276-App-Developer/
App DeveloperIn,,,5827,5827-App-DeveloperIn,3010,3010,,neutral,,https://www.berufslexikon.at/berufe/5827-App-DeveloperIn/
ApparatebautechnikerIn,,,1797,1797-ApparatebautechnikerIn,2880,3060,,neutral,,https://www.berufslexikon.at/berufe/1797-ApparatebautechnikerIn/
Applikationsentwicklung Coding,,,3500,3500-Applikationsentwicklung-Coding,2340,2340,,neutral,,https://www.berufslexikon.at/berufe/3500-Applikationsentwicklung-Coding/
ArabistIn,,,2300,2300-ArabistIn,2700,2700,,neutral,,https://www.berufslexikon.at/berufe/2300-ArabistIn/
Arbeits und Organisationpsychologe/Arbeits und Organisationpsychologin,,,3052,3052-Arbeits-und-Organisationpsychologe~Arbeits-und-Organisationpsychologin,3430,3430,,neutral,,https://www.berufslexikon.at/berufe/3052-Arbeits-und-Organisationpsychologe~Arbeits-und-Organisationpsychologin/
ArbeitsmedizinischeR_AdministrationsassistentIn,,,3782,3782-ArbeitsmedizinischeR_AdministrationsassistentIn,2550,2550,,neutral,,https://www.berufslexikon.at/berufe/3782-ArbeitsmedizinischeR_AdministrationsassistentIn/
ArbeitstechnikerIn,,,2095,2095-ArbeitstechnikerIn,2460,3490,,neutral,,https://www.berufslexikon.at/berufe/2095-ArbeitstechnikerIn/
ArbeitsvorbereiterIn,,,2096,2096-ArbeitsvorbereiterIn,1970,3130,,neutral,,https://www.berufslexikon.at/berufe/2096-ArbeitsvorbereiterIn/
Archaeologe/Archaeologin,,,2222,2222-Archaeologe~Archaeologin,2700,2700,,neutral,,https://www.berufslexikon.at/berufe/2222-Archaeologe~Archaeologin/
Archaeologe/Archaeologin Mykenologie,,,2224,2224-Archaeologe~Archaeologin-Mykenologie,2700,2700,,neutral,,https://www.berufslexikon.at/berufe/2224-Archaeologe~Archaeologin-Mykenologie/
Archaeologe/Archaeologin Urgeschichte Fruehgeschichte,,,2223,2223-Archaeologe~Archaeologin-Urgeschichte-Fruehgeschichte,2700,2700,,neutral,,https://www.berufslexikon.at/berufe/2223-Archaeologe~Archaeologin-Urgeschichte-Fruehgeschichte/
ArchitektIn,,,2321,2321-ArchitektIn,2640,2640,,neutral,,https://www.berufslexikon.at/berufe/2321-ArchitektIn/
ArchivarbeiterIn,,,2839,2839-ArchivarbeiterIn,2060,2060,,neutral,,https://www.berufslexikon.at/berufe/2839-ArchivarbeiterIn/
ArchivarIn,,,2446,2446-ArchivarIn,2410,2410,,neutral,,https://www.berufslexikon.at/berufe/2446-ArchivarIn/
ArchivassistentIn BibliotheksassistentIn InformationsassistentIn,,,263,263-ArchivassistentIn-BibliotheksassistentIn-InformationsassistentIn,2370,2370,,neutral,,https://www.berufslexikon.at/berufe/263-ArchivassistentIn-BibliotheksassistentIn-InformationsassistentIn/
Area SalesmanagerIn,,,2502,2502-Area-SalesmanagerIn,2760,2760,,neutral,,https://www.berufslexikon.at/berufe/2502-Area-SalesmanagerIn/
Art Buyer,,,3053,3053-Art-Buyer,2410,2410,,neutral,,https://www.berufslexikon.at/berufe/3053-Art-Buyer/
Art Director,,,2352,2352-Art-Director,2410,2410,,neutral,,https://www.berufslexikon.at/berufe/2352-Art-Director/
ArtistIn,,,2928,2928-ArtistIn,,,,neutral,,https://www.berufslexikon.at/berufe/2928-ArtistIn/
Arzt/Aerztin Allgemeinmedizin,,,2383,2383-Arzt~Aerztin-Allgemeinmedizin,3950,3950,,neutral,,https://www.berufslexikon.at/berufe/2383-Arzt~Aerztin-Allgemeinmedizin/
AsphaltiererIn,,,2757,2757-AsphaltiererIn,2450,2450,,neutral,,https://www.berufslexikon.at/berufe/2757-AsphaltiererIn/
Asset ManagerIn,,,5866,5866-Asset-ManagerIn,2900,2900,,neutral,,https://www.berufslexikon.at/berufe/5866-Asset-ManagerIn/
AssistentIn_der_Geschaeftsleitung,,,5863,5863-AssistentIn_der_Geschaeftsleitung,2800,2800,,neutral,,https://www.berufslexikon.at/berufe/5863-AssistentIn_der_Geschaeftsleitung/
AssistentIn_in_der_Sicherheitsverwaltung,,,3537,3537-AssistentIn_in_der_Sicherheitsverwaltung,2210,2210,,neutral,,https://www.berufslexikon.at/berufe/3537-AssistentIn_in_der_Sicherheitsverwaltung/
AstronomIn,,,2609,2609-AstronomIn,3710,3710,,neutral,,https://www.berufslexikon.at/berufe/2609-AstronomIn/
AstrophysikerIn,,,2613,2613-AstrophysikerIn,3710,3710,,neutral,,https://www.berufslexikon.at/berufe/2613-AstrophysikerIn/
AtomphysikerIn,,,3009,3009-AtomphysikerIn,3710,3710,,neutral,,https://www.berufslexikon.at/berufe/3009-AtomphysikerIn/
AuditorIn,,,3534,3534-AuditorIn,2460,3490,,neutral,,https://www.berufslexikon.at/berufe/3534-AuditorIn/
AufnahmeleiterIn,,,3054,3054-AufnahmeleiterIn,,,,neutral,,https://www.berufslexikon.at/berufe/3054-AufnahmeleiterIn/
AuftragssachbearbeiterIn,,,1689,1689-AuftragssachbearbeiterIn,2190,2720,,neutral,,https://www.berufslexikon.at/berufe/1689-AuftragssachbearbeiterIn/
AugenoptikerIn,,,152,152-AugenoptikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/152-AugenoptikerIn/
AuktionatorIn,,,2929,2929-AuktionatorIn,2470,2470,,neutral,,https://www.berufslexikon.at/berufe/2929-AuktionatorIn/
AuslandskorrespondentIn,,,2960,2960-AuslandskorrespondentIn,2620,2620,,neutral,,https://www.berufslexikon.at/berufe/2960-AuslandskorrespondentIn/
AutobusfahrerIn,,,3629,3629-AutobusfahrerIn,2430,2430,,neutral,,https://www.berufslexikon.at/berufe/3629-AutobusfahrerIn/
AutomatisierungstechnikerIn,,,1641,1641-AutomatisierungstechnikerIn,2890,2930,,neutral,,https://www.berufslexikon.at/berufe/1641-AutomatisierungstechnikerIn/
AutomatisierungstechnikerIn,,,2669,2669-AutomatisierungstechnikerIn,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/2669-AutomatisierungstechnikerIn/
Automotive Computing Engineer %28m w%29,,,3667,3667-Automotive-Computing-Engineer-%28m-w%29,2880,2930,,neutral,,https://www.berufslexikon.at/berufe/3667-Automotive-Computing-Engineer-%28m-w%29/
Automotive_Computing_Engineer,,,5842,5842-Automotive_Computing_Engineer,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/5842-Automotive_Computing_Engineer/
Automotive_Mechatronics_Engineer,,,3689,3689-Automotive_Mechatronics_Engineer,2880,2930,,neutral,,https://www.berufslexikon.at/berufe/3689-Automotive_Mechatronics_Engineer/
Automotive_Mechatronics_Engineer,,,5843,5843-Automotive_Mechatronics_Engineer,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/5843-Automotive_Mechatronics_Engineer/
AutorIn,,,3220,3220-AutorIn,,,,neutral,,https://www.berufslexikon.at/berufe/3220-AutorIn/
Backtechnologe/Backtechnologin,,,3507,3507-Backtechnologe~Backtechnologin,1900,1900,,neutral,,https://www.berufslexikon.at/berufe/3507-Backtechnologe~Backtechnologin/
BadewaerterIn,,,3255,3255-BadewaerterIn,2020,2020,,neutral,,https://www.berufslexikon.at/berufe/3255-BadewaerterIn/
BaeckerIn,,,2,2-BaeckerIn,1900,1900,,neutral,,https://www.berufslexikon.at/berufe/2-BaeckerIn/
BahnarbeiterIn GleisarbeiterIn,,,2933,2933-BahnarbeiterIn-GleisarbeiterIn,2900,2900,,neutral,,https://www.berufslexikon.at/berufe/2933-BahnarbeiterIn-GleisarbeiterIn/
BallettmeisterIn,,,3056,3056-BallettmeisterIn,,,,neutral,,https://www.berufslexikon.at/berufe/3056-BallettmeisterIn/
BankangestellteR_ _Back Office,,,1649,1649-BankangestellteR_-_Back-Office,2530,2910,,neutral,,https://www.berufslexikon.at/berufe/1649-BankangestellteR_-_Back-Office/
BankangestellteR_ _Front Office,,,1653,1653-BankangestellteR_-_Front-Office,2530,2910,,neutral,,https://www.berufslexikon.at/berufe/1653-BankangestellteR_-_Front-Office/
BankangestellteR_ _internationales_Bankwesen,,,1647,1647-BankangestellteR_-_internationales_Bankwesen,2530,2910,,neutral,,https://www.berufslexikon.at/berufe/1647-BankangestellteR_-_internationales_Bankwesen/
BankettmanagerIn,,,1863,1863-BankettmanagerIn,2150,2500,,neutral,,https://www.berufslexikon.at/berufe/1863-BankettmanagerIn/
Bankkaufmann/Bankkauffrau,,,3,3-Bankkaufmann~Bankkauffrau,2620,2620,,neutral,,https://www.berufslexikon.at/berufe/3-Bankkaufmann~Bankkauffrau/
Bankkaufmann/Bankkauffrau,,,1650,1650-Bankkaufmann~Bankkauffrau,2530,2910,,neutral,,https://www.berufslexikon.at/berufe/1650-Bankkaufmann~Bankkauffrau/
BankrevisorIn,,,3013,3013-BankrevisorIn,3060,3060,,neutral,,https://www.berufslexikon.at/berufe/3013-BankrevisorIn/
Barista,,,3314,3314-Barista,,,,neutral,,https://www.berufslexikon.at/berufe/3314-Barista/
BarmixerIn,,,2774,2774-BarmixerIn,2080,2080,,neutral,,https://www.berufslexikon.at/berufe/2774-BarmixerIn/
BauabrechnungstechnikerIn,,,1680,1680-BauabrechnungstechnikerIn,2710,3180,,neutral,,https://www.berufslexikon.at/berufe/1680-BauabrechnungstechnikerIn/
Baubiologe/Baubiologin,,,3057,3057-Baubiologe~Baubiologin,,,,neutral,,https://www.berufslexikon.at/berufe/3057-Baubiologe~Baubiologin/
BauechnischeR_AssistentIn,,,3488,3488-BauechnischeR_AssistentIn,2710,2710,,neutral,,https://www.berufslexikon.at/berufe/3488-BauechnischeR_AssistentIn/
BauhelferIn,,,3621,3621-BauhelferIn,2700,2700,,neutral,,https://www.berufslexikon.at/berufe/3621-BauhelferIn/
BauinformatikerIn,,,2986,2986-BauinformatikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/2986-BauinformatikerIn/
BauingenieurIn Bergbau,,,2699,2699-BauingenieurIn-Bergbau,2640,2640,,neutral,,https://www.berufslexikon.at/berufe/2699-BauingenieurIn-Bergbau/
BauingenieurIn Kraftwerksbau,,,3344,3344-BauingenieurIn-Kraftwerksbau,,,,neutral,,https://www.berufslexikon.at/berufe/3344-BauingenieurIn-Kraftwerksbau/
BauingenieurIn Spezialtiefbau,,,3345,3345-BauingenieurIn-Spezialtiefbau,,,,neutral,,https://www.berufslexikon.at/berufe/3345-BauingenieurIn-Spezialtiefbau/
Baukaufmann/Baukauffrau,,,1661,1661-Baukaufmann~Baukauffrau,2190,2820,,neutral,,https://www.berufslexikon.at/berufe/1661-Baukaufmann~Baukauffrau/
BauleiterIn,,,1667,1667-BauleiterIn,2710,3180,,neutral,,https://www.berufslexikon.at/berufe/1667-BauleiterIn/
BauleiterIn,,,3814,3814-BauleiterIn,2470,2470,,neutral,,https://www.berufslexikon.at/berufe/3814-BauleiterIn/
BaumaschinistIn,,,2758,2758-BaumaschinistIn,2830,2830,,neutral,,https://www.berufslexikon.at/berufe/2758-BaumaschinistIn/
BaumeisterIn,,,3802,3802-BaumeisterIn,3170,3170,,neutral,,https://www.berufslexikon.at/berufe/3802-BaumeisterIn/
BaumpflegerIn,,,3557,3557-BaumpflegerIn,1860,1860,,neutral,,https://www.berufslexikon.at/berufe/3557-BaumpflegerIn/
BaumschulgaertnerIn,,,1859,1859-BaumschulgaertnerIn,1900,2510,,neutral,,https://www.berufslexikon.at/berufe/1859-BaumschulgaertnerIn/
BaupolierIn,,,3622,3622-BaupolierIn,2710,2710,,neutral,,https://www.berufslexikon.at/berufe/3622-BaupolierIn/
BauspenglerIn,,,3589,3589-BauspenglerIn,2880,3200,,neutral,,https://www.berufslexikon.at/berufe/3589-BauspenglerIn/
BaustatikerIn,,,3058,3058-BaustatikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/3058-BaustatikerIn/
BaustatikerIn,,,3593,3593-BaustatikerIn,2710,3180,,neutral,,https://www.berufslexikon.at/berufe/3593-BaustatikerIn/
BaustellenkoordinatorIn,,,3594,3594-BaustellenkoordinatorIn,2710,3490,,neutral,,https://www.berufslexikon.at/berufe/3594-BaustellenkoordinatorIn/
BaustofftechnikerIn,,,1669,1669-BaustofftechnikerIn,2770,2900,,neutral,,https://www.berufslexikon.at/berufe/1669-BaustofftechnikerIn/
BaustofftechnikerIn,,,3060,3060-BaustofftechnikerIn,2890,2890,,neutral,,https://www.berufslexikon.at/berufe/3060-BaustofftechnikerIn/
BautechnikerIn,,,1663,1663-BautechnikerIn,2710,3180,,neutral,,https://www.berufslexikon.at/berufe/1663-BautechnikerIn/
BautechnikerIn,,,2540,2540-BautechnikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/2540-BautechnikerIn/
BautechnikerIn Bauphysik,,,2538,2538-BautechnikerIn-Bauphysik,,,,neutral,,https://www.berufslexikon.at/berufe/2538-BautechnikerIn-Bauphysik/
BautechnikerIn Hochbau,,,2536,2536-BautechnikerIn-Hochbau,,,,neutral,,https://www.berufslexikon.at/berufe/2536-BautechnikerIn-Hochbau/
BautechnikerIn Sanierungstechnik,,,2537,2537-BautechnikerIn-Sanierungstechnik,,,,neutral,,https://www.berufslexikon.at/berufe/2537-BautechnikerIn-Sanierungstechnik/
BautechnischeR ZeichnerIn,,,5,5-BautechnischeR-ZeichnerIn,2230,2230,,neutral,,https://www.berufslexikon.at/berufe/5-BautechnischeR-ZeichnerIn/
BautechnischeR_ZeichnerIn,,,1666,1666-BautechnischeR_ZeichnerIn,2710,3180,,neutral,,https://www.berufslexikon.at/berufe/1666-BautechnischeR_ZeichnerIn/
BauwerksabdichtungstechnikerIn,,,3508,3508-BauwerksabdichtungstechnikerIn,2970,2970,,neutral,,https://www.berufslexikon.at/berufe/3508-BauwerksabdichtungstechnikerIn/
Beamter/Beamte im Kriminaldienst,,,2893,2893-Beamter~Beamte-im-Kriminaldienst,,,,neutral,,https://www.berufslexikon.at/berufe/2893-Beamter~Beamte-im-Kriminaldienst/
BekleidungsfertigerIn,,,6,6-BekleidungsfertigerIn,1950,1950,,neutral,,https://www.berufslexikon.at/berufe/6-BekleidungsfertigerIn/
BekleidungsgestalterIn Hauptmodul_Damenbekleidung,,,3382,3382-BekleidungsgestalterIn-Hauptmodul_Damenbekleidung,1950,1950,,neutral,,https://www.berufslexikon.at/berufe/3382-BekleidungsgestalterIn-Hauptmodul_Damenbekleidung/
BekleidungsgestalterIn Hauptmodul_Herrenbekleidung,,,3383,3383-BekleidungsgestalterIn-Hauptmodul_Herrenbekleidung,1950,1950,,neutral,,https://www.berufslexikon.at/berufe/3383-BekleidungsgestalterIn-Hauptmodul_Herrenbekleidung/
BekleidungsgestalterIn Hauptmodul_KuerschnerIn_und_SaecklerIn,,,3384,3384-BekleidungsgestalterIn-Hauptmodul_KuerschnerIn_und_SaecklerIn,1950,1950,,neutral,,https://www.berufslexikon.at/berufe/3384-BekleidungsgestalterIn-Hauptmodul_KuerschnerIn_und_SaecklerIn/
BekleidungsgestalterIn Hauptmodul_ModistIn_und_HutmacherIn,,,3385,3385-BekleidungsgestalterIn-Hauptmodul_ModistIn_und_HutmacherIn,1950,1950,,neutral,,https://www.berufslexikon.at/berufe/3385-BekleidungsgestalterIn-Hauptmodul_ModistIn_und_HutmacherIn/
BekleidungsgestalterIn Hauptmodul_Waeschewarenerzeugung,,,3386,3386-BekleidungsgestalterIn-Hauptmodul_Waeschewarenerzeugung,1950,1950,,neutral,,https://www.berufslexikon.at/berufe/3386-BekleidungsgestalterIn-Hauptmodul_Waeschewarenerzeugung/
BekleidungstechnikerIn,,,2123,2123-BekleidungstechnikerIn,1950,2160,,neutral,,https://www.berufslexikon.at/berufe/2123-BekleidungstechnikerIn/
BekleidungstechnikerIn,,,3061,3061-BekleidungstechnikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/3061-BekleidungstechnikerIn/
Berg undSchifuehrerIn,,,2815,2815-Berg-undSchifuehrerIn,,,,neutral,,https://www.berufslexikon.at/berufe/2815-Berg-undSchifuehrerIn/
BergbautechnikerIn,,,2697,2697-BergbautechnikerIn,2640,2640,,neutral,,https://www.berufslexikon.at/berufe/2697-BergbautechnikerIn/
BergbautechnikerIn Oeffentlicher Dienst,,,2702,2702-BergbautechnikerIn-Oeffentlicher-Dienst,,,,neutral,,https://www.berufslexikon.at/berufe/2702-BergbautechnikerIn-Oeffentlicher-Dienst/
Berufs und_BildungsberaterIn,,,2074,2074-Berufs-und_BildungsberaterIn,,,,neutral,,https://www.berufslexikon.at/berufe/2074-Berufs-und_BildungsberaterIn/
BerufsberaterIn,,,3522,3522-BerufsberaterIn,,,,neutral,,https://www.berufslexikon.at/berufe/3522-BerufsberaterIn/
Berufsfeuerwehrmann/Berufsfeuerwehrfrau,,,2887,2887-Berufsfeuerwehrmann~Berufsfeuerwehrfrau,2530,2530,,neutral,,https://www.berufslexikon.at/berufe/2887-Berufsfeuerwehrmann~Berufsfeuerwehrfrau/
BerufsfotografIn,,,3272,3272-BerufsfotografIn,2000,2000,,neutral,,https://www.berufslexikon.at/berufe/3272-BerufsfotografIn/
BerufskraftfahrerIn Schwerpunkt_Gueterbefoerderung,,,3387,3387-BerufskraftfahrerIn-Schwerpunkt_Gueterbefoerderung,1880,1880,,neutral,,https://www.berufslexikon.at/berufe/3387-BerufskraftfahrerIn-Schwerpunkt_Gueterbefoerderung/
BerufskraftfahrerIn Schwerpunkt_Personenbefoerderung,,,3388,3388-BerufskraftfahrerIn-Schwerpunkt_Personenbefoerderung,2000,2000,,neutral,,https://www.berufslexikon.at/berufe/3388-BerufskraftfahrerIn-Schwerpunkt_Personenbefoerderung/
BerufsoffizierIn,,,2981,2981-BerufsoffizierIn,2530,2530,,neutral,,https://www.berufslexikon.at/berufe/2981-BerufsoffizierIn/
BerufssoldatIn,,,3762,3762-BerufssoldatIn,2530,2530,,neutral,,https://www.berufslexikon.at/berufe/3762-BerufssoldatIn/
BeschliesserIn,,,2775,2775-BeschliesserIn,,,,neutral,,https://www.berufslexikon.at/berufe/2775-BeschliesserIn/
BeschriftungsdesignerIn_und_WerbetechnikerIn,,,3478,3478-BeschriftungsdesignerIn_und_WerbetechnikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/3478-BeschriftungsdesignerIn_und_WerbetechnikerIn/
BestatterIn,,,2786,2786-BestatterIn,2520,2520,,neutral,,https://www.berufslexikon.at/berufe/2786-BestatterIn/
BeteiligungscontrollerIn,,,5856,5856-BeteiligungscontrollerIn,3010,3010,,neutral,,https://www.berufslexikon.at/berufe/5856-BeteiligungscontrollerIn/
BetonbauerIn,,,3513,3513-BetonbauerIn,,,,neutral,,https://www.berufslexikon.at/berufe/3513-BetonbauerIn/
BetonbauspezialistIn Schwerpunkt_Konstruktiver_Betonbau,,,3514,3514-BetonbauspezialistIn-Schwerpunkt_Konstruktiver_Betonbau,,,,neutral,,https://www.berufslexikon.at/berufe/3514-BetonbauspezialistIn-Schwerpunkt_Konstruktiver_Betonbau/
BetonbauspezialistIn Schwerpunkt_Stahlbetonhochbau,,,3515,3515-BetonbauspezialistIn-Schwerpunkt_Stahlbetonhochbau,,,,neutral,,https://www.berufslexikon.at/berufe/3515-BetonbauspezialistIn-Schwerpunkt_Stahlbetonhochbau/
BetonfertigteiltechnikerIn,,,3630,3630-BetonfertigteiltechnikerIn,2940,2940,,neutral,,https://www.berufslexikon.at/berufe/3630-BetonfertigteiltechnikerIn/
BetrieblicheR UmweltbeauftragteR,,,2148,2148-BetrieblicheR-UmweltbeauftragteR,2460,3400,,neutral,,https://www.berufslexikon.at/berufe/2148-BetrieblicheR-UmweltbeauftragteR/
BetriebsassistentIn,,,1691,1691-BetriebsassistentIn,2190,2820,,neutral,,https://www.berufslexikon.at/berufe/1691-BetriebsassistentIn/
Betriebsdienstleister_in,,,3578,3578-Betriebsdienstleister_in,2080,2080,,neutral,,https://www.berufslexikon.at/berufe/3578-Betriebsdienstleister_in/
BetriebselektrikerIn,,,1974,1974-BetriebselektrikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/1974-BetriebselektrikerIn/
BetriebsleiterIn,,,1711,1711-BetriebsleiterIn,2460,3180,,neutral,,https://www.berufslexikon.at/berufe/1711-BetriebsleiterIn/
