title,category,ausbildung,ams_id,slug,salary_min_eur,salary_max_eur,outlook_text,outlook_trend,employment_sectors,url
Einzelhandelskaufmann/Einzelhandelskauffrau Schwerpunkt_Kraftfahrzeuge_und_Ersatzteile,,,3400,3400-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Kraftfahrzeuge_und_Ersatzteile,2190,2190,,neutral,,https://www.berufslexikon.at/berufe/3400-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Kraftfahrzeuge_und_Ersatzteile/
Einzelhandelskaufmann/Einzelhandelskauffrau Schwerpunkt_Lebensmittelhandel,,,3401,3401-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Lebensmittelhandel,2190,2190,,neutral,,https://www.berufslexikon.at/berufe/3401-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Lebensmittelhandel/
Einzelhandelskaufmann/Einzelhandelskauffrau Schwerpunkt_Parfuemerie,,,3402,3402-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Parfuemerie,2190,2190,,neutral,,https://www.berufslexikon.at/berufe/3402-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Parfuemerie/
Einzelhandelskaufmann/Einzelhandelskauffrau Schwerpunkt_Schuhe,,,3403,3403-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Schuhe,2190,2190,,neutral,,https://www.berufslexikon.at/berufe/3403-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Schuhe/
Einzelhandelskaufmann/Einzelhandelskauffrau Schwerpunkt_Sportartikel,,,3404,3404-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Sportartikel,2190,2190,,neutral,,https://www.berufslexikon.at/berufe/3404-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Sportartikel/
Einzelhandelskaufmann/Einzelhandelskauffrau Schwerpunkt_Telekommunikation,,,3405,3405-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Telekommunikation,2190,2190,,neutral,,https://www.berufslexikon.at/berufe/3405-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Telekommunikation/
Einzelhandelskaufmann/Einzelhandelskauffrau Schwerpunkt_Textilhandel,,,3406,3406-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Textilhandel,2190,2190,,neutral,,https://www.berufslexikon.at/berufe/3406-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Textilhandel/
Einzelhandelskaufmann/Einzelhandelskauffrau Schwerpunkt_Uhrenberatung_und_Juwelenberatung,,,3407,3407-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Uhrenberatung_und_Juwelenberatung,2190,2190,,neutral,,https://www.berufslexikon.at/berufe/3407-Einzelhandelskaufmann~Einzelhandelskauffrau-Schwerpunkt_Uhrenberatung_und_Juwelenberatung/
Eisenbahnaufsichtsorgan,,,3785,3785-Eisenbahnaufsichtsorgan,2650,2650,,neutral,,https://www.berufslexikon.at/berufe/3785-Eisenbahnaufsichtsorgan/
EisenbahnbetriebsassistentIn,,,3784,3784-EisenbahnbetriebsassistentIn,2650,2650,,neutral,,https://www.berufslexikon.at/berufe/3784-EisenbahnbetriebsassistentIn/
EisenbahnbetriebsleiterIn,,,3786,3786-EisenbahnbetriebsleiterIn,2960,2960,,neutral,,https://www.berufslexikon.at/berufe/3786-EisenbahnbetriebsleiterIn/
Eisenbahnsicherungs_und_LeittechnikerIn,,,3787,3787-Eisenbahnsicherungs_und_LeittechnikerIn,3330,3330,,neutral,,https://www.berufslexikon.at/berufe/3787-Eisenbahnsicherungs_und_LeittechnikerIn/
EisenbahntechnikerIn,,,3863,3863-EisenbahntechnikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/3863-EisenbahntechnikerIn/
EisenbiegerIn,,,2760,2760-EisenbiegerIn,2510,2510,,neutral,,https://www.berufslexikon.at/berufe/2760-EisenbiegerIn/
ElektroantriebstechnikerIn,,,1830,1830-ElektroantriebstechnikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/1830-ElektroantriebstechnikerIn/
ElektroantriebstechnikerIn,,,2674,2674-ElektroantriebstechnikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/2674-ElektroantriebstechnikerIn/
ElektroenergietechnikerIn,,,3528,3528-ElektroenergietechnikerIn,2920,3220,,neutral,,https://www.berufslexikon.at/berufe/3528-ElektroenergietechnikerIn/
ElektronikerIn,,,1802,1802-ElektronikerIn,2880,2930,,neutral,,https://www.berufslexikon.at/berufe/1802-ElektronikerIn/
ElektronikerIn,,,2673,2673-ElektronikerIn,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/2673-ElektronikerIn/
ElektronikerIn Hauptmodul_Angewandte_Elektronik,,,5838,5838-ElektronikerIn-Hauptmodul_Angewandte_Elektronik,2880,2880,,neutral,,https://www.berufslexikon.at/berufe/5838-ElektronikerIn-Hauptmodul_Angewandte_Elektronik/
ElektronikerIn Hauptmodul_Informations und_Kommunikationselektronik,,,5839,5839-ElektronikerIn-Hauptmodul_Informations-und_Kommunikationselektronik,2340,2340,,neutral,,https://www.berufslexikon.at/berufe/5839-ElektronikerIn-Hauptmodul_Informations-und_Kommunikationselektronik/
ElektronikerIn_fr_Signaltechnik,,,5847,5847-ElektronikerIn_fr_Signaltechnik,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/5847-ElektronikerIn_fr_Signaltechnik/
ElektroplanerIn,,,3665,3665-ElektroplanerIn,3320,3350,,neutral,,https://www.berufslexikon.at/berufe/3665-ElektroplanerIn/
ElektroplanerIn,,,5845,5845-ElektroplanerIn,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/5845-ElektroplanerIn/
ElektrotechnikerIn,,,1832,1832-ElektrotechnikerIn,,,,neutral,,https://www.berufslexikon.at/berufe/1832-ElektrotechnikerIn/
ElektrotechnikerIn Hauptmodul_Anlagentechnik_und_Betriebstechnik,,,3412,3412-ElektrotechnikerIn-Hauptmodul_Anlagentechnik_und_Betriebstechnik,,,,neutral,,https://www.berufslexikon.at/berufe/3412-ElektrotechnikerIn-Hauptmodul_Anlagentechnik_und_Betriebstechnik/
ElektrotechnikerIn Hauptmodul_Automatisierungstechnik_und_Prozessleittechnik,,,3413,3413-ElektrotechnikerIn-Hauptmodul_Automatisierungstechnik_und_Prozessleittechnik,2880,2880,,neutral,,https://www.berufslexikon.at/berufe/3413-ElektrotechnikerIn-Hauptmodul_Automatisierungstechnik_und_Prozessleittechnik/
ElektrotechnikerIn Hauptmodul_Elektrotechnik_und_Gebaeudetechnik,,,3414,3414-ElektrotechnikerIn-Hauptmodul_Elektrotechnik_und_Gebaeudetechnik,2920,2920,,neutral,,https://www.berufslexikon.at/berufe/3414-ElektrotechnikerIn-Hauptmodul_Elektrotechnik_und_Gebaeudetechnik/
ElektrotechnikerIn Hauptmodul_Energietechnik,,,3415,3415-ElektrotechnikerIn-Hauptmodul_Energietechnik,2920,2920,,neutral,,https://www.berufslexikon.at/berufe/3415-ElektrotechnikerIn-Hauptmodul_Energietechnik/
ElektrotechnikingenieurIn,,,3682,3682-ElektrotechnikingenieurIn,3320,3350,,neutral,,https://www.berufslexikon.at/berufe/3682-ElektrotechnikingenieurIn/
ElektrotechnikingenieurInnen,,,2671,2671-ElektrotechnikingenieurInnen,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/2671-ElektrotechnikingenieurInnen/
Elementarpaedagoge paedagogin,,,1920,1920-Elementarpaedagoge-paedagogin,2820,3550,,neutral,,https://www.berufslexikon.at/berufe/1920-Elementarpaedagoge-paedagogin/
Elementarpaedagoge paedagogin,,,3719,3719-Elementarpaedagoge-paedagogin,2580,2580,,neutral,,https://www.berufslexikon.at/berufe/3719-Elementarpaedagoge-paedagogin/
Embedded Systems EntwicklerIn,,,2742,2742-Embedded-Systems-EntwicklerIn,3010,3010,,neutral,,https://www.berufslexikon.at/berufe/2742-Embedded-Systems-EntwicklerIn/
EmpfangsleiterIn,,,1865,1865-EmpfangsleiterIn,2080,2270,,neutral,,https://www.berufslexikon.at/berufe/1865-EmpfangsleiterIn/
Energie VerfahrenstechnikerIn,,,3303,3303-Energie-VerfahrenstechnikerIn,3340,3340,,neutral,,https://www.berufslexikon.at/berufe/3303-Energie-VerfahrenstechnikerIn/
EnergieberaterIn,,,2920,2920-EnergieberaterIn,2230,2230,,neutral,,https://www.berufslexikon.at/berufe/2920-EnergieberaterIn/
EnergieberaterIn,,,3082,3082-EnergieberaterIn,2640,2640,,neutral,,https://www.berufslexikon.at/berufe/3082-EnergieberaterIn/
EnergieberaterIn,,,3530,3530-EnergieberaterIn,2230,3220,,neutral,,https://www.berufslexikon.at/berufe/3530-EnergieberaterIn/
EnergieeffizienzbeauftragteR,,,3823,3823-EnergieeffizienzbeauftragteR,2460,2460,,neutral,,https://www.berufslexikon.at/berufe/3823-EnergieeffizienzbeauftragteR/
EnergiemaklerIn,,,3083,3083-EnergiemaklerIn,2640,2640,,neutral,,https://www.berufslexikon.at/berufe/3083-EnergiemaklerIn/
EnergiemanagerIn,,,3846,3846-EnergiemanagerIn,2640,2640,,neutral,,https://www.berufslexikon.at/berufe/3846-EnergiemanagerIn/
EnergietechnikerIn,,,1834,1834-EnergietechnikerIn,2920,3220,,neutral,,https://www.berufslexikon.at/berufe/1834-EnergietechnikerIn/
EnergietechnikerIn,,,2678,2678-EnergietechnikerIn,3870,3870,,neutral,,https://www.berufslexikon.at/berufe/2678-EnergietechnikerIn/
EnergietechnikerIn_fuer_erneuerbare_Energien,,,3662,3662-EnergietechnikerIn_fuer_erneuerbare_Energien,2920,3220,,neutral,,https://www.berufslexikon.at/berufe/3662-EnergietechnikerIn_fuer_erneuerbare_Energien/
EnergietechnikerIn_fuer_erneuerbare_Energien,,,3839,3839-EnergietechnikerIn_fuer_erneuerbare_Energien,3870,3870,,neutral,,https://www.berufslexikon.at/berufe/3839-EnergietechnikerIn_fuer_erneuerbare_Energien/
Entsorgungs _und_Recyclingfachmann_frau,,,3628,3628-Entsorgungs-_und_Recyclingfachmann_frau,2460,2460,,neutral,,https://www.berufslexikon.at/berufe/3628-Entsorgungs-_und_Recyclingfachmann_frau/
EntsorgungstechnikerIn,,,2149,2149-EntsorgungstechnikerIn,2460,3400,,neutral,,https://www.berufslexikon.at/berufe/2149-EntsorgungstechnikerIn/
EntsorgungstechnikerIn,,,2640,2640-EntsorgungstechnikerIn,3060,3060,,neutral,,https://www.berufslexikon.at/berufe/2640-EntsorgungstechnikerIn/
EntwicklungshelferIn,,,3084,3084-EntwicklungshelferIn,,,,neutral,,https://www.berufslexikon.at/berufe/3084-EntwicklungshelferIn/
EntwicklungshelferIn,,,3614,3614-EntwicklungshelferIn,,,,neutral,,https://www.berufslexikon.at/berufe/3614-EntwicklungshelferIn/
EntwicklungsingenieurIn_Automotive,,,5849,5849-EntwicklungsingenieurIn_Automotive,3060,3060,,neutral,,https://www.berufslexikon.at/berufe/5849-EntwicklungsingenieurIn_Automotive/
EntwicklungsingenieurIn_fr_E Mobilitt,,,3858,3858-EntwicklungsingenieurIn_fr_E-Mobilitt,3060,3060,,neutral,,https://www.berufslexikon.at/berufe/3858-EntwicklungsingenieurIn_fr_E-Mobilitt/
EntwicklungsingenieurIn_fr_Elektronik,,,5850,5850-EntwicklungsingenieurIn_fr_Elektronik,3060,3060,,neutral,,https://www.berufslexikon.at/berufe/5850-EntwicklungsingenieurIn_fr_Elektronik/
EntwicklungsingenieurIn_fr_funktionale_Sicherheit,,,5852,5852-EntwicklungsingenieurIn_fr_funktionale_Sicherheit,3060,3060,,neutral,,https://www.berufslexikon.at/berufe/5852-EntwicklungsingenieurIn_fr_funktionale_Sicherheit/
EntwicklungsingenieurIn_fr_Mechatronik,,,5851,5851-EntwicklungsingenieurIn_fr_Mechatronik,3060,3060,,neutral,,https://www.berufslexikon.at/berufe/5851-EntwicklungsingenieurIn_fr_Mechatronik/
EntwicklungsoekonomIn,,,3085,3085-EntwicklungsoekonomIn,,,,neutral,,https://www.berufslexikon.at/berufe/3085-EntwicklungsoekonomIn/
ErdoelchemikerIn,,,2733,2733-ErdoelchemikerIn,2890,2890,,neutral,,https://www.berufslexikon.at/berufe/2733-ErdoelchemikerIn/
ErdoeltechnikerIn,,,2734,2734-ErdoeltechnikerIn,2640,2640,,neutral,,https://www.berufslexikon.at/berufe/2734-ErdoeltechnikerIn/
ErgonomIn,,,2451,2451-ErgonomIn,3710,3710,,neutral,,https://www.berufslexikon.at/berufe/2451-ErgonomIn/
ErgotherapeutIn,,,2458,2458-ErgotherapeutIn,2070,2070,,neutral,,https://www.berufslexikon.at/berufe/2458-ErgotherapeutIn/
ErnaehrungsberaterIn,,,3088,3088-ErnaehrungsberaterIn,2070,2070,,neutral,,https://www.berufslexikon.at/berufe/3088-ErnaehrungsberaterIn/
Erziehungswissenschaftler/Erziehungswissenschaftlerin,,,2256,2256-Erziehungswissenschaftler~Erziehungswissenschaftlerin,3050,3050,,neutral,,https://www.berufslexikon.at/berufe/2256-Erziehungswissenschaftler~Erziehungswissenschaftlerin/
EssenszustellerIn,,,3262,3262-EssenszustellerIn,1730,1730,,neutral,,https://www.berufslexikon.at/berufe/3262-EssenszustellerIn/
EtagenleiterIn,,,1866,1866-EtagenleiterIn,2080,2270,,neutral,,https://www.berufslexikon.at/berufe/1866-EtagenleiterIn/
EU DiplomatIn Europaeischer Auswaertiger Dienst,,,3297,3297-EU-DiplomatIn-Europaeischer-Auswaertiger-Dienst,,,,neutral,,https://www.berufslexikon.at/berufe/3297-EU-DiplomatIn-Europaeischer-Auswaertiger-Dienst/
EU DokumentarIn,,,3090,3090-EU-DokumentarIn,,,,neutral,,https://www.berufslexikon.at/berufe/3090-EU-DokumentarIn/
EU VertragsbediensteteR/Allgemeine Administration,,,2504,2504-EU-VertragsbediensteteR~Allgemeine-Administration,,,,neutral,,https://www.berufslexikon.at/berufe/2504-EU-VertragsbediensteteR~Allgemeine-Administration/
Eventkaufmann_frau,,,3538,3538-Eventkaufmann_frau,1990,1990,,neutral,,https://www.berufslexikon.at/berufe/3538-Eventkaufmann_frau/
EventmanagerIn,,,2138,2138-EventmanagerIn,2150,2500,,neutral,,https://www.berufslexikon.at/berufe/2138-EventmanagerIn/
EventmanagerIn,,,2220,2220-EventmanagerIn,2760,2760,,neutral,,https://www.berufslexikon.at/berufe/2220-EventmanagerIn/
ExperimentalphysikerIn,,,3007,3007-ExperimentalphysikerIn,3710,3710,,neutral,,https://www.berufslexikon.at/berufe/3007-ExperimentalphysikerIn/
ExportmanagerIn,,,2495,2495-ExportmanagerIn,2760,2760,,neutral,,https://www.berufslexikon.at/berufe/2495-ExportmanagerIn/
ExportsachbearbeiterIn,,,1951,1951-ExportsachbearbeiterIn,2190,2800,,neutral,,https://www.berufslexikon.at/berufe/1951-ExportsachbearbeiterIn/
F_und_E TechnikerIn,,,2101,2101-F_und_E-TechnikerIn,2460,3260,,neutral,,https://www.berufslexikon.at/berufe/2101-F_und_E-TechnikerIn/
Fach SozialbetreuerIn_Altenarbeit,,,3536,3536-Fach-SozialbetreuerIn_Altenarbeit,2760,2760,,neutral,,https://www.berufslexikon.at/berufe/3536-Fach-SozialbetreuerIn_Altenarbeit/
Fach SozialbetreuerIn_Altenarbeit,,,3617,3617-Fach-SozialbetreuerIn_Altenarbeit,2390,3080,,neutral,,https://www.berufslexikon.at/berufe/3617-Fach-SozialbetreuerIn_Altenarbeit/
Fach SozialbetreuerIn_Behindertenarbeit Behindertenbegleitung,,,3551,3551-Fach-SozialbetreuerIn_Behindertenarbeit-Behindertenbegleitung,2760,2760,,neutral,,https://www.berufslexikon.at/berufe/3551-Fach-SozialbetreuerIn_Behindertenarbeit-Behindertenbegleitung/
Fach SozialbetreuerIn_Behindertenarbeit Behindertenbegleitung,,,3618,3618-Fach-SozialbetreuerIn_Behindertenarbeit-Behindertenbegleitung,2680,3090,,neutral,,https://www.berufslexikon.at/berufe/3618-Fach-SozialbetreuerIn_Behindertenarbeit-Behindertenbegleitung/
FacharbeiterIn Bienenwirtschaft,,,12,12-FacharbeiterIn-Bienenwirtschaft,2060,2060,,neutral,,https://www.berufslexikon.at/berufe/12-FacharbeiterIn-Bienenwirtschaft/
FacharbeiterIn Biomasseproduktion und landwirtschaftliche Bioenergiegewinnung,,,3036,3036-FacharbeiterIn-Biomasseproduktion-und-landwirtschaftliche-Bioenergiegewinnung,2060,2060,,neutral,,https://www.berufslexikon.at/berufe/3036-FacharbeiterIn-Biomasseproduktion-und-landwirtschaftliche-Bioenergiegewinnung/
FacharbeiterIn Feldgemuesebau,,,56,56-FacharbeiterIn-Feldgemuesebau,2060,2060,,neutral,,https://www.berufslexikon.at/berufe/56-FacharbeiterIn-Feldgemuesebau/
FacharbeiterIn Fischereiwirtschaft,,,59,59-FacharbeiterIn-Fischereiwirtschaft,2150,2150,,neutral,,https://www.berufslexikon.at/berufe/59-FacharbeiterIn-Fischereiwirtschaft/
FacharbeiterIn Forstgartenwirtschaft Forstpflegewirtschaft,,,64,64-FacharbeiterIn-Forstgartenwirtschaft-Forstpflegewirtschaft,2070,2070,,neutral,,https://www.berufslexikon.at/berufe/64-FacharbeiterIn-Forstgartenwirtschaft-Forstpflegewirtschaft/
FacharbeiterIn Forstwirtschaft,,,63,63-FacharbeiterIn-Forstwirtschaft,2070,2070,,neutral,,https://www.berufslexikon.at/berufe/63-FacharbeiterIn-Forstwirtschaft/
FacharbeiterIn Gartenbau,,,71,71-FacharbeiterIn-Gartenbau,1900,1900,,neutral,,https://www.berufslexikon.at/berufe/71-FacharbeiterIn-Gartenbau/
FacharbeiterIn Gefluegelwirtschaft,,,73,73-FacharbeiterIn-Gefluegelwirtschaft,,,,neutral,,https://www.berufslexikon.at/berufe/73-FacharbeiterIn-Gefluegelwirtschaft/
FacharbeiterIn laendliches Betriebsmanagement Haushaltsmanagement,,,52,52-FacharbeiterIn-laendliches-Betriebsmanagement-Haushaltsmanagement,2060,2060,,neutral,,https://www.berufslexikon.at/berufe/52-FacharbeiterIn-laendliches-Betriebsmanagement-Haushaltsmanagement/
FacharbeiterIn Landwirtschaft,,,127,127-FacharbeiterIn-Landwirtschaft,2060,2060,,neutral,,https://www.berufslexikon.at/berufe/127-FacharbeiterIn-Landwirtschaft/
FacharbeiterIn landwirtschaftliche Lagerhaltung,,,53,53-FacharbeiterIn-landwirtschaftliche-Lagerhaltung,2190,2190,,neutral,,https://www.berufslexikon.at/berufe/53-FacharbeiterIn-landwirtschaftliche-Lagerhaltung/
FacharbeiterIn Molkereiwirtschaft Kaesereiwirtschaft,,,147,147-FacharbeiterIn-Molkereiwirtschaft-Kaesereiwirtschaft,,,,neutral,,https://www.berufslexikon.at/berufe/147-FacharbeiterIn-Molkereiwirtschaft-Kaesereiwirtschaft/
FacharbeiterIn Obstbau Obstverwertung,,,151,151-FacharbeiterIn-Obstbau-Obstverwertung,1900,1900,,neutral,,https://www.berufslexikon.at/berufe/151-FacharbeiterIn-Obstbau-Obstverwertung/
FacharbeiterIn Pferdewirtschaft,,,156,156-FacharbeiterIn-Pferdewirtschaft,2210,2210,,neutral,,https://www.berufslexikon.at/berufe/156-FacharbeiterIn-Pferdewirtschaft/
FacharbeiterIn Weinbau Kellerwirtschaft,,,225,225-FacharbeiterIn-Weinbau-Kellerwirtschaft,2270,2270,,neutral,,https://www.berufslexikon.at/berufe/225-FacharbeiterIn-Weinbau-Kellerwirtschaft/
Facharzt aerztin,,,3683,3683-Facharzt-aerztin,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/3683-Facharzt-aerztin/
Facharzt aerztin fuer Allgemeinchirurgie und Viszeralchirurgie,,,2389,2389-Facharzt-aerztin-fuer-Allgemeinchirurgie-und-Viszeralchirurgie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2389-Facharzt-aerztin-fuer-Allgemeinchirurgie-und-Viszeralchirurgie/
Facharzt aerztin fuer Ansthesiologie und Intensivmedizin,,,2384,2384-Facharzt-aerztin-fuer-Ansthesiologie-und-Intensivmedizin,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2384-Facharzt-aerztin-fuer-Ansthesiologie-und-Intensivmedizin/
Facharzt aerztin fuer Augenheilkunde und Optometrie,,,2387,2387-Facharzt-aerztin-fuer-Augenheilkunde-und-Optometrie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2387-Facharzt-aerztin-fuer-Augenheilkunde-und-Optometrie/
Facharzt aerztin fuer Frauenheilkunde und Geburtshilfe,,,2390,2390-Facharzt-aerztin-fuer-Frauenheilkunde-und-Geburtshilfe,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2390-Facharzt-aerztin-fuer-Frauenheilkunde-und-Geburtshilfe/
Facharzt aerztin fuer Hals Nasen und Ohrenheilkunde,,,2392,2392-Facharzt-aerztin-fuer-Hals-Nasen-und-Ohrenheilkunde,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2392-Facharzt-aerztin-fuer-Hals-Nasen-und-Ohrenheilkunde/
Facharzt aerztin fuer Kinder und Jugendheilkunde,,,2399,2399-Facharzt-aerztin-fuer-Kinder-und-Jugendheilkunde,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2399-Facharzt-aerztin-fuer-Kinder-und-Jugendheilkunde/
Facharzt aerztin fuer Neurologie,,,2410,2410-Facharzt-aerztin-fuer-Neurologie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2410-Facharzt-aerztin-fuer-Neurologie/
Facharzt aerztin fuer Plastische Rekonstruktive und Aesthetische Chirurgie,,,2419,2419-Facharzt-aerztin-fuer-Plastische-Rekonstruktive-und-Aesthetische-Chirurgie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2419-Facharzt-aerztin-fuer-Plastische-Rekonstruktive-und-Aesthetische-Chirurgie/
Facharzt aerztin fuer Psychiatrie und psychotherapeutische Medizin,,,2420,2420-Facharzt-aerztin-fuer-Psychiatrie-und-psychotherapeutische-Medizin,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2420-Facharzt-aerztin-fuer-Psychiatrie-und-psychotherapeutische-Medizin/
Facharzt aerztin fuer Radiologie,,,2405,2405-Facharzt-aerztin-fuer-Radiologie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2405-Facharzt-aerztin-fuer-Radiologie/
Facharzt rztinfrInnereMedizin,,,3685,3685-Facharzt-rztinfrInnereMedizin,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/3685-Facharzt-rztinfrInnereMedizin/
Facharzt rztinfrInnereMedizinundPneumologie,,,3686,3686-Facharzt-rztinfrInnereMedizinundPneumologie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/3686-Facharzt-rztinfrInnereMedizinundPneumologie/
Facharzt rztinfrUnfallchirurgie,,,3687,3687-Facharzt-rztinfrUnfallchirurgie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/3687-Facharzt-rztinfrUnfallchirurgie/
Facharzt/Fachaerztin fuer Arbeitsmedizin Angewandte Physiologie,,,2386,2386-Facharzt~Fachaerztin-fuer-Arbeitsmedizin-Angewandte-Physiologie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2386-Facharzt~Fachaerztin-fuer-Arbeitsmedizin-Angewandte-Physiologie/
Facharzt/Fachaerztin fuer Gerichtsmedizin,,,2391,2391-Facharzt~Fachaerztin-fuer-Gerichtsmedizin,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2391-Facharzt~Fachaerztin-fuer-Gerichtsmedizin/
Facharzt/Fachaerztin fuer Haut und Geschlechtskrankheiten,,,2393,2393-Facharzt~Fachaerztin-fuer-Haut-und-Geschlechtskrankheiten,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2393-Facharzt~Fachaerztin-fuer-Haut-und-Geschlechtskrankheiten/
Facharzt/Fachaerztin fuer Kinder und Jugendpsychiatrie und Psychotherapeutische Medizin,,,2973,2973-Facharzt~Fachaerztin-fuer-Kinder-und-Jugendpsychiatrie-und-Psychotherapeutische-Medizin,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2973-Facharzt~Fachaerztin-fuer-Kinder-und-Jugendpsychiatrie-und-Psychotherapeutische-Medizin/
Facharzt/Fachaerztin fuer Klinische Immunologie Spezifische Prophylaxe Tropenmedizin,,,2422,2422-Facharzt~Fachaerztin-fuer-Klinische-Immunologie-Spezifische-Prophylaxe-Tropenmedizin,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2422-Facharzt~Fachaerztin-fuer-Klinische-Immunologie-Spezifische-Prophylaxe-Tropenmedizin/
Facharzt/Fachaerztin fuer Klinische Mikrobiologie und Virologie,,,2427,2427-Facharzt~Fachaerztin-fuer-Klinische-Mikrobiologie-und-Virologie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2427-Facharzt~Fachaerztin-fuer-Klinische-Mikrobiologie-und-Virologie/
Facharzt/Fachaerztin fuer Klinische Pathologie und Neuropathologie,,,2411,2411-Facharzt~Fachaerztin-fuer-Klinische-Pathologie-und-Neuropathologie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2411-Facharzt~Fachaerztin-fuer-Klinische-Pathologie-und-Neuropathologie/
Facharzt/Fachaerztin fuer Medizinische und Chemische Labordiagnostik,,,2403,2403-Facharzt~Fachaerztin-fuer-Medizinische-und-Chemische-Labordiagnostik,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2403-Facharzt~Fachaerztin-fuer-Medizinische-und-Chemische-Labordiagnostik/
Facharzt/Fachaerztin fuer Mundchirurgie Kieferchirurgie Gesichtschirurgie,,,2406,2406-Facharzt~Fachaerztin-fuer-Mundchirurgie-Kieferchirurgie-Gesichtschirurgie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2406-Facharzt~Fachaerztin-fuer-Mundchirurgie-Kieferchirurgie-Gesichtschirurgie/
Facharzt/Fachaerztin fuer Orthopaedie und Traumatologie,,,2413,2413-Facharzt~Fachaerztin-fuer-Orthopaedie-und-Traumatologie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2413-Facharzt~Fachaerztin-fuer-Orthopaedie-und-Traumatologie/
Facharzt/Fachaerztin fuer Physikalische Medizin und Allgemeine Rehabilitation,,,2417,2417-Facharzt~Fachaerztin-fuer-Physikalische-Medizin-und-Allgemeine-Rehabilitation,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2417-Facharzt~Fachaerztin-fuer-Physikalische-Medizin-und-Allgemeine-Rehabilitation/
Facharzt/Fachaerztin fuer Public Health,,,3504,3504-Facharzt~Fachaerztin-fuer-Public-Health,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/3504-Facharzt~Fachaerztin-fuer-Public-Health/
Facharzt/Fachaerztin fuer Urologie,,,2426,2426-Facharzt~Fachaerztin-fuer-Urologie,4600,4600,,neutral,,https://www.berufslexikon.at/berufe/2426-Facharzt~Fachaerztin-fuer-Urologie/
Fachkraft Jugendarbeit,,,2867,2867-Fachkraft-Jugendarbeit,2620,2620,,neutral,,https://www.berufslexikon.at/berufe/2867-Fachkraft-Jugendarbeit/
Fachkraft Jugendarbeit,,,3619,3619-Fachkraft-Jugendarbeit,2930,3800,,neutral,,https://www.berufslexikon.at/berufe/3619-Fachkraft-Jugendarbeit/
Fachkraft_fuer_vegetarische_Kulinarik,,,5855,5855-Fachkraft_fuer_vegetarische_Kulinarik,,,,neutral,,https://www.berufslexikon.at/berufe/5855-Fachkraft_fuer_vegetarische_Kulinarik/
FachkraftinderOffenenJugendarbeit,,,3805,3805-FachkraftinderOffenenJugendarbeit,2930,2930,,neutral,,https://www.berufslexikon.at/berufe/3805-FachkraftinderOffenenJugendarbeit/
